1_1	0	If	17.12989803618533	2
1_1	1	you	17.357525439064275	3
1_1	2	were	21.648541825807342	4
1_1	3	to	24.070646840994634	2
1_1	4	journey	14.598046871923735	7
1_1	5	to	24.070646840994634	2
1_1	6	the	25.535938497046057	3
1_1	7	North	18.032201362298196	5
1_1	8	of	24.68426247706599	2
1_1	9	England,	17.798816779154315	7
1_1	10	you	17.357525439064275	3
1_1	11	would	19.942885144966773	5
1_1	12	come	16.79746581450752	4
1_1	13	to	24.070646840994634	2
1_1	14	a	23.87991506876403	1
1_1	15	valley	14.764933747336658	6
1_1	16	that	22.372839600746634	4
1_1	17	is	22.723960437366912	2
1_1	18	surrounded	14.733630340926325	10
1_1	19	by	22.263073894560566	2
1_1	20	moors	9.273633513646779	5
1_1	21	as	22.55022924533477	2
1_1	22	high	18.33716806886101	4
1_1	23	as	22.55022924533477	2
1_1	24	mountains.	14.701054737381455	9
1_2	0	It	20.265546254540524	2
1_2	1	is	22.723960437366912	2
1_2	2	in	24.090163776056734	2
1_2	3	this	20.530431899726167	4
1_2	4	valley	14.764933747336658	6
1_2	5	where	19.451847599589158	5
1_2	6	you	17.357525439064275	3
1_2	7	would	19.942885144966773	5
1_2	8	find	16.732216903916147	4
1_2	9	the	25.535938497046057	3
1_2	10	city	19.068721495099133	4
1_2	11	of	24.68426247706599	2
1_2	12	Bradford,	13.286017238102609	8
1_2	13	where	19.451847599589158	5
1_2	14	once	17.277224119644604	4
1_2	15	a	23.87991506876403	1
1_2	16	thousand	14.734760094344189	8
1_2	17	spinning	12.642064711307992	8
1_2	18	jennies	0	7
1_2	19	that	22.372839600746634	4
1_2	20	hummed	0	6
1_2	21	and	24.397949140923885	3
1_2	22	clattered	0	9
1_2	23	spun	12.429672988834142	4
1_2	24	wool	12.945083072665355	4
1_2	25	into	20.01108484736873	4
1_2	26	money	16.809847228538636	5
1_2	27	for	22.51638671127697	3
1_2	28	the	25.535938497046057	3
1_2	29	long-bearded	0	12
1_2	30	mill	14.529394684568395	4
1_2	31	owners.	15.053635822297059	6
1_3	0	That	16.37293597410762	4
1_3	1	all	19.94351128487166	3
1_3	2	mill	14.529394684568395	4
1_3	3	owners	15.053635822297059	6
1_3	4	were	21.648541825807342	4
1_3	5	generally	17.181042225633963	9
1_3	6	busy	13.40859085468502	4
1_3	7	as	22.55022924533477	2
1_3	8	beavers	9.858596014367933	7
1_3	9	and	24.397949140923885	3
1_3	10	quite	15.698740871543208	5
1_3	11	pleased	12.578043847276113	7
1_3	12	with	22.384201197021614	4
1_3	13	themselves	16.678921718891868	10
1_3	14	for	22.51638671127697	3
1_3	15	being	19.299202698076463	5
1_3	16	so	18.884117469320472	2
1_3	17	successful	16.914750959748083	10
1_3	18	and	24.397949140923885	3
1_3	19	well	19.071406828663424	4
1_3	20	off	17.93338341178128	3
1_3	21	was	23.073874463227195	3
1_3	22	known	19.01826440171248	5
1_3	23	to	24.070646840994634	2
1_3	24	the	25.535938497046057	3
1_3	25	residents	16.66090809882576	9
1_3	26	of	24.68426247706599	2
1_3	27	Bradford,	13.286017238102609	8
1_3	28	and	24.397949140923885	3
1_3	29	if	18.544331602556078	2
1_3	30	you	17.357525439064275	3
1_3	31	were	21.648541825807342	4
1_3	32	to	24.070646840994634	2
1_3	33	go	16.896064076060714	2
1_3	34	into	20.01108484736873	4
1_3	35	the	25.535938497046057	3
1_3	36	city	19.068721495099133	4
1_3	37	to	24.070646840994634	2
1_3	38	visit	15.662096235636492	5
1_3	39	the	25.535938497046057	3
1_3	40	stately	10.470934954020397	7
1_3	41	City	18.213314044372964	4
1_3	42	Hall,	16.95056328664452	4
1_3	43	you	17.357525439064275	3
1_3	44	would	19.942885144966773	5
1_3	45	see	17.381076084329337	3
1_3	46	there	19.55100108577165	5
1_3	47	the	25.535938497046057	3
1_3	48	Crest	10.79935681099326	5
1_3	49	of	24.68426247706599	2
1_3	50	the	25.535938497046057	3
1_3	51	City	18.213314044372964	4
1_3	52	of	24.68426247706599	2
1_3	53	Bradford,	13.286017238102609	8
1_3	54	which	21.353078066236357	5
1_3	55	those	18.747024367479526	5
1_3	56	same	18.74803878570081	4
1_3	57	mill	14.529394684568395	4
1_3	58	owners	15.053635822297059	6
1_3	59	created	17.53783341977896	7
1_3	60	to	24.070646840994634	2
1_3	61	celebrate	13.75104287321313	9
1_3	62	their	20.70343703101739	5
1_3	63	achievements.	13.521561027090364	12
1_4	0	It	20.265546254540524	2
1_4	1	shows	16.807835755831572	5
1_4	2	a	23.87991506876403	1
1_4	3	sinister	11.235831480934394	8
1_4	4	looking	15.18425040071358	7
1_4	5	boar's	0	6
1_4	6	head	17.268669606095905	4
1_4	7	sitting	14.148667840205169	7
1_4	8	on	22.324487820928336	2
1_4	9	top	17.398200528170634	3
1_4	10	of	24.68426247706599	2
1_4	11	a	23.87991506876403	1
1_4	12	well	19.071406828663424	4
1_4	13	which	21.353078066236357	5
1_4	14	seems	15.325920474330045	5
1_4	15	puzzling	9.438020331547662	8
1_4	16	at	21.660053520696017	2
1_4	17	first,	20.5051236898126	5
1_4	18	but	20.683134184077666	3
1_4	19	the	25.535938497046057	3
1_4	20	reason	15.990718983097862	6
1_4	21	for	22.51638671127697	3
1_4	22	this	20.530431899726167	4
1_4	23	symbol	14.934305674192595	6
1_4	24	is	22.723960437366912	2
1_4	25	a	23.87991506876403	1
1_4	26	matter	15.91624546441304	6
1_4	27	of	24.68426247706599	2
1_4	28	legend.	14.255643589059092	6
1_5	0	There	18.797702324661245	5
1_5	1	was	23.073874463227195	3
1_5	2	once,	17.277224119644604	4
1_5	3	legend	14.255643589059092	6
1_5	4	has	20.80009059275643	3
1_5	5	it,	21.332616591056986	2
1_5	6	a	23.87991506876403	1
1_5	7	fearsome	9.875084137156502	8
1_5	8	boar,	10.891385949485603	4
1_5	9	which	21.353078066236357	5
1_5	10	lived	16.479384638716127	5
1_5	11	in	24.090163776056734	2
1_5	12	a	23.87991506876403	1
1_5	13	wood	15.117825203884754	4
1_5	14	located	18.00126061229671	7
1_5	15	just	17.93264517712739	4
1_5	16	outside	16.934305674192593	7
1_5	17	the	25.535938497046057	3
1_5	18	manor	13.177203750963685	5
1_5	19	of	24.68426247706599	2
1_5	20	Bradford.	13.286017238102609	8
1_6	0	A	19.70736283223546	1
