1	1	0	1	If	If	0.0
1	1	1	2	you	you	4.683626
1	1	2	3	were	were	5.995095
1	1	3	4	to	to	2.357749
1	1	4	5	journey	journey	14.247728
1	1	5	6	to	to	2.40308
1	1	6	7	the	the	2.43368
1	1	7	8	North	North	6.557925
1	1	8	9	of	of	6.5474239999999995
1	1	9	10	England,	England	2.868361
1	1	9	10	England,	,	1.836468
1	1	10	11	you	you	1.824214
1	1	11	12	would	would	1.038835
1	1	12	13	come	come	5.703698999999999
1	1	13	14	to	to	2.209521
1	1	14	15	a	a	3.1120330000000003
1	1	15	16	valley	valley	9.563836
1	1	16	17	that	that	4.694535
1	1	17	18	is	is	2.587878
1	1	18	19	surrounded	surrounded	7.600055
1	1	19	20	by	by	0.19559
1	1	20	21	moors	mo	13.142776999999999
1	1	20	21	moors	ors	0.318317
1	1	21	22	as	as	8.798619
1	1	22	23	high	high	6.254428
1	1	23	24	as	as	0.05214
1	1	24	25	mountains.	mountains	7.41528
1	1	24	25	mountains.	.	1.094843
1	2	0	26	It	It	0.0
1	2	1	27	is	is	4.183676999999999
1	2	2	28	in	in	7.023458
1	2	3	29	this	this	4.331999
1	2	4	30	valley	valley	12.974307000000001
1	2	5	31	where	where	3.6263019999999995
1	2	6	32	you	you	5.224292
1	2	7	33	would	would	7.031994
1	2	8	34	find	find	2.292105
1	2	9	35	the	the	2.1130430000000002
1	2	10	36	city	city	8.637298
1	2	11	37	of	of	0.731662
1	2	12	38	Bradford,	Bradford	13.835704000000002
1	2	12	38	Bradford,	,	1.689289
1	2	13	39	where	where	3.1319529999999998
1	2	14	40	once	once	9.128504
1	2	15	41	a	a	3.3484269999999996
1	2	16	42	thousand	thousand	6.40911
1	2	17	43	spinning	spinning	17.9267
1	2	18	44	jennies	j	10.131813000000001
1	2	18	44	jennies	enn	9.671149
1	2	18	44	jennies	ies	0.242013
1	2	19	45	that	that	8.708528999999999
1	2	20	46	hummed	hum	13.096286
1	2	20	46	hummed	med	0.642701
1	2	21	47	and	and	3.383145
1	2	22	48	clattered	cl	6.698933
1	2	22	48	clattered	attered	5.172591000000001
1	2	23	49	spun	spun	14.801845000000002
1	2	24	50	wool	wool	14.316101000000002
1	2	25	51	into	into	5.6051150000000005
1	2	26	52	money	money	13.147901999999998
1	2	27	53	for	for	7.078550999999999
1	2	28	54	the	the	1.4217959999999998
1	2	29	55	long-bearded	long	10.481100999999999
1	2	29	55	long-bearded	-	2.832688
1	2	29	55	long-bearded	be	8.949917
1	2	29	55	long-bearded	arded	2.021697
1	2	30	56	mill	mill	8.934982000000002
1	2	31	57	owners.	owners	5.9619230000000005
1	2	31	57	owners.	.	1.9944389999999999
1	3	0	58	That	That	0.0
1	3	1	59	all	all	8.303465
1	3	2	60	mill	mill	21.339481
1	3	3	61	owners	owners	8.52282
1	3	4	62	were	were	5.294684999999999
1	3	5	63	generally	generally	11.788549
1	3	6	64	busy	busy	10.728397
1	3	7	65	as	as	7.614910000000001
1	3	8	66	beavers	be	11.862293
1	3	8	66	beavers	avers	4.4259379999999995
1	3	9	67	and	and	2.636375
1	3	10	68	quite	quite	12.5791
1	3	11	69	pleased	pleased	6.497732
1	3	12	70	with	with	1.026986
1	3	13	71	themselves	themselves	6.5675360000000005
